Pharmacy Name,License Number,License Type,License Status,Expiration Date,City,State,County,Zip,LAT,LONG,isGovernment,isSatellite,Facility Type,Specialties,Conditions,Registered Outsourcer,Accreditations,URL
MARINER ADVANCED PHARMACY,LSC 101933,Sterile Compounding Pharmacy,CLEAR,2025-04-15,REDWOOD CITY,CA,SAN MATEO,94063,37.493297,-122.195535,False,False,Sterile Compounding Pharmacy,"IV Antibiotic Therapy, Total Parenteral Nutrition (TPN), Pain Management, Ambulatory Chemotherapy, Oncology, Clinical Trials",,False,"PCAB, ACHC",https://www.marinerpharmacy.com
MARK TWAIN MEDICAL CENTER,LSC 101415,Sterile Compounding Pharmacy,CLEAR,2025-05-01,SAN ANDREAS,CA,CALAVERAS,95249,38.189115,-120.638708,False,False,Medical Facility,,,,,
MARSHALL HOSPITAL PHARMACY; 2ND FLOOR SURGERY WING,LSC 100131,Sterile Compounding Pharmacy,CLEAR,2025-02-01,PLACERVILLE,CA,EL DORADO,95667,38.734925,-120.789952,False,False,Medical Facility,,,,,
MARSHALL MEDICAL ONCOLOGY PHARMACY,LSC 100768,Sterile Compounding Pharmacy,CLEAR,2025-07-01,CAMERON PARK,CA,EL DORADO,95682,38.612129,-120.964522,False,False,Infusion Center,,,,,
MARTIN LUTHER KING JR COMMUNITY HOSPITAL PHARMACY,LSC 101538,Sterile Compounding Pharmacy,CLEAR,2025-03-01,LOS ANGELES,CA,LOS ANGELES,90059,33.926262,-118.249883,False,False,Medical Facility,,,,,
MARTIN LUTHER KING JR OUTPATIENT CENTER PHARMACY,LSE 99384,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-09-01,LOS ANGELES,CA,LOS ANGELES,90059,33.926262,-118.249883,True,False,Medical Facility,,,,,
MAYERS MEMORIAL HOSPITAL PHARMACY,LSE 99089,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-10-01,FALL RIVER MILLS,CA,SHASTA,96028,41.006417,-121.480741,True,False,Medical Facility,,,,,
MEDRX INFUSION CLINICAL PHARMACY,LSC 100692,Sterile Compounding Pharmacy,CLEAR,2025-10-01,INGLEWOOD,CA,LOS ANGELES,90302,33.975332,-118.355252,False,False,Medical Facility,,,,,
MEDSPECIALTIES COMPOUNDING PHARMACY,LSC 101110,Sterile Compounding Pharmacy,CLEAR,2025-12-01,YORBA LINDA,CA,ORANGE,92886,33.896339,-117.796416,False,False,Sterile Compounding Pharmacy,"Hormone Replacement Therapy (HRT), Sexual Health, Pain Management, Dermatology, Veterinary, Dentistry, Ophthalmology, IV Vitamin Therapy","Eczema, Acne",False,,https://www.medspecialtiesrx.com
MEMORIAL HOSPITAL LOS BANOS PHARMACY,LSC 101056,Sterile Compounding Pharmacy,CLEAR,2025-05-01,LOS BANOS,CA,MERCED,93635,37.068068,-120.843579,False,False,Medical Facility,,,,,
MEMORIAL HOSPITAL OF GARDENA,LSC 101969,Sterile Compounding Pharmacy,CLEAR,2025-05-15,GARDENA,CA,LOS ANGELES,90247,33.890853,-118.297967,False,False,Medical Facility,,,,,
MEMORIAL MEDICAL CENTER PHARMACY- INPATIENT,LSC 101246,Sterile Compounding Pharmacy,CLEAR,2025-05-01,MODESTO,CA,STANISLAUS,95355,37.672906,-120.946594,False,False,Medical Facility,,,,,
MENIFEE GLOBAL MEDICAL CENTER MAIN PHARMACY,LSC 100206,Sterile Compounding Pharmacy,CLEAR,2025-04-01,SUN CITY,CA,RIVERSIDE,92585,33.746707,-117.172142,False,False,Medical Facility,,,,,
MERCY GENERAL HOSPITAL,LSC 101308,Sterile Compounding Pharmacy,CLEAR,2026-01-01,SACRAMENTO,CA,SACRAMENTO,95819,38.569828,-121.440067,False,False,Medical Facility,,,,,
MERCY HOSPITAL,LSC 101321,Sterile Compounding Pharmacy,CLEAR,2026-01-01,BAKERSFIELD,CA,KERN,93301,35.384336,-119.020562,False,False,Medical Facility,,,,,
MERCY HOSPITAL OF FOLSOM MAIN PHARMACY - LOWER LEVEL ROOM 170,LSC 101298,Sterile Compounding Pharmacy,CLEAR,2025-02-01,FOLSOM,CA,SACRAMENTO,95630,38.666597,-121.141635,False,False,Medical Facility,,,,,
MERCY MEDICAL CENTER MAIN PHARMACY - GARDEN LEVEL ROOM # 0165,LSC 101296,Sterile Compounding Pharmacy,CLEAR,2025-12-01,MERCED,CA,MERCED,95340,37.345785,-120.424150,False,False,Medical Facility,,,,,
MERCY MEDICAL CENTER MT SHASTA,LSC 101330,Sterile Compounding Pharmacy,CLEAR,2026-01-01,MT SHASTA,CA,SISKIYOU,96067,41.314337,-122.380798,False,False,Medical Facility,,,,,
MERCY MEDICAL CENTER REDDING,LSC 101338,Sterile Compounding Pharmacy,CLEAR,2026-01-01,REDDING,CA,SHASTA,96001,40.601778,-122.454973,False,False,Medical Facility,,,,,
MERCY SAN JUAN MEDICAL CENTER PHARMACY 1ST FLOOR IV ROOM,LSC 101297,Sterile Compounding Pharmacy,CLEAR,2025-02-01,CARMICHAEL,CA,SACRAMENTO,95608,38.624150,-121.324911,False,False,Medical Facility,,,,,
MERCY SOUTHWEST HOSPITAL,LSC 101320,Sterile Compounding Pharmacy,CLEAR,2026-01-01,BAKERSFIELD,CA,KERN,93311,35.192404,-119.175866,False,False,Medical Facility,,,,,
METHODIST HOSPITAL OF SACRAMENTO,LSC 101291,Sterile Compounding Pharmacy,CLEAR,2026-01-01,SACRAMENTO,CA,SACRAMENTO,95823,38.474099,-121.443454,False,False,Medical Facility,,,,,
MID VALLEY HEALTH SERVICES,LSC 101713,Sterile Compounding Pharmacy,CLEAR,2025-11-01,CERES,CA,STANISLAUS,95307,37.554269,-120.951523,False,False,Medical Facility,,,,,
MILLS-PENINSULA HEALTH CENTER PHARMACY,LSC 101277,Sterile Compounding Pharmacy,CLEAR,2025-08-01,SAN MATEO,CA,SAN MATEO,94401,37.576948,-122.316903,False,False,Medical Facility,,,,,
MILLS-PENINSULA MEDICAL CENTER PHARMACY,LSC 101252,Sterile Compounding Pharmacy,CLEAR,2025-08-01,BURLINGAME,CA,SAN MATEO,94010,37.570280,-122.365778,False,False,Medical Facility,,,,,
MISSION COMMUNITY HOSPITAL MAIN PHARMACY IN BASEMENT,LSC 100599,Sterile Compounding Pharmacy,CLEAR,2025-07-01,PANORAMA CITY,CA,LOS ANGELES,91402,34.222506,-118.444689,False,False,Medical Facility,,,,,
MISSION HOPE INFUSION CENTER,LSC 101345,Sterile Compounding Pharmacy,CLEAR,2026-01-01,SANTA MARIA,CA,SANTA BARBARA,93454,34.923013,-120.259463,False,False,Infusion Center,,,,,
MODEL DRUG,LSC 100592,Sterile Compounding Pharmacy,CLEAR,2025-05-01,PISMO BEACH,CA,SAN LUIS OBISPO,93449,35.165671,-120.655844,False,False,Infusion Center,,,,,
MODEL DRUG INC,LSC 99825,Sterile Compounding Pharmacy,CLEAR,2025-06-01,KINGSBURG,CA,FRESNO,93631,36.478239,-119.521370,False,False,Infusion Center,,,,,
MONROVIA MEMORIAL HOSPITAL,LSC 100020,Sterile Compounding Pharmacy,CLEAR,2025-08-01,MONROVIA,CA,LOS ANGELES,91016,34.152800,-118.000482,False,False,Medical Facility,,,,,
MONTCLAIR HOSPITAL MEDICAL CENTER,LSC 101385,Sterile Compounding Pharmacy,CLEAR,2025-11-01,MONTCLAIR,CA,SAN BERNARDINO,91763,34.072329,-117.698315,False,False,Medical Facility,,,,,
MONTEREY PARK HOSPITAL,LSC 100185,Sterile Compounding Pharmacy,CLEAR,2025-02-01,MONTEREY PARK,CA,LOS ANGELES,91754,34.052922,-118.143465,False,False,Medical Facility,,,,,
MOUNTAIN VIEW PHARMACEUTICALS,LSC 100881,Sterile Compounding Pharmacy,CLEAR,2025-03-01,LOMA LINDA,CA,SAN BERNARDINO,92354,34.051177,-117.248563,False,False,Medical Facility,,,,,
MOUNTAINS COMMUNITY HOSPITAL PHARMACY,LSC 100505,Sterile Compounding Pharmacy,CLEAR,2025-09-01,LAKE ARROWHEAD,CA,SAN BERNARDINO,92352,34.259971,-117.199381,False,False,Medical Facility,,,,,
NATIVIDAD MEDICAL CENTER 1ST FLOOR MAIN PHARMACY 1D018,LSE 100355,Sterile Compounding Pharmacy (Government Owned),CLEAR,2026-01-01,SALINAS,CA,MONTEREY,93906,36.722714,-121.633649,True,False,Medical Facility,,,,,
NORTH COUNTY ONCOLOGY,LSE 99839,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-10-01,OCEANSIDE,CA,SAN DIEGO,92056,33.201242,-117.296984,True,False,Medical Facility,,,,,
NORTHBAY MEDICAL CENTER PHARMACY,LSC 100578,Sterile Compounding Pharmacy,CLEAR,2025-12-01,FAIRFIELD,CA,SOLANO,94533,38.280745,-122.006380,False,False,Medical Facility,,,,,
NORTHBAY SPECIALTY PHARMACY,LSC 100962,Sterile Compounding Pharmacy,CLEAR,2025-06-01,VACAVILLE,CA,SOLANO,95687,38.333133,-121.920151,False,False,Sterile Compounding Pharmacy,"Oncology, Hematology, Gastroenterology, Neurology, Reproductive Health","Rheumatoid Arthritis, HIV/AIDs, Multiple Sclerosis, Organ Transplant, Hepatitis",False,"URAC, ACHC",https://www.northbay.org/services/specialty-pharmacy/index.html
NORTHBAY VACAVALLEY HOSPITAL PHARMACY,LSC 100580,Sterile Compounding Pharmacy,CLEAR,2025-06-01,VACAVILLE,CA,SOLANO,95687,38.333133,-121.920151,False,False,Medical Facility,,,,,
NORTHERN INYO HOSPITAL PHARMACY,LSE 100218,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-10-01,BISHOP,CA,INYO,93514,37.492115,-118.390408,True,False,Medical Facility,,,,,
NORTHRIDGE HOSPITAL MEDICAL CENTER,LSC 101231,Sterile Compounding Pharmacy,CLEAR,2026-01-01,NORTHRIDGE,CA,LOS ANGELES,91325,34.237519,-118.517712,False,False,Medical Facility,,,,,
NORTHRIDGE HOSPITAL MEDICAL CENTER,LSC 101322,Sterile Compounding Pharmacy,CLEAR,2026-01-01,NORTHRIDGE,CA,LOS ANGELES,91325,34.237519,-118.517712,False,False,Medical Facility,,,,,
NOVATO COMMUNITY HOSPITAL - MAIL PHARMACY IV ROOM 2ND FLOOR,LSC 100340,Sterile Compounding Pharmacy,CLEAR,2025-06-01,NOVATO,CA,MARIN,94945,38.134068,-122.527190,False,False,Medical Facility,,,,,
NUTRISHARE LLC,LSC 101704,Sterile Compounding Pharmacy,CLEAR,2025-07-01,ELK GROVE,CA,SACRAMENTO,95624,38.427507,-121.314899,False,False,Infusion Center,,,,,
O'BRIEN PHARMACY,NSC 99166,Nonresident Sterile Compounding Pharmacy,CLEAR,2025-06-01,MISSION,KS,,66205,39.031176, -94.630762,False,False,Sterile Compounding Pharmacy,"Hormone Replacement Therapy (HRT), Ophthalmology, Gastroenterology, Proctology, Pain Management, Endocrinology, Urology, Dermatology, Pediatrics, Dentistry, Ear, Nose, and Throat","Corneal Scarring/Haze, Dry Eye, Cancer, Cataracts, Eye Infection",False,"PCAB, PCCA, A4PC",https://obrienrx.com
O'CONNOR HOSPITAL,LSE 101353,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-03-01,SAN JOSE,CA,SANTA CLARA,95128,37.315977,-121.936319,True,False,Medical Facility,,,,,
OAK VALLEY HOSPITAL DISTRICT,LSE 100567,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-09-01,OAKDALE,CA,STANISLAUS,95361,37.787236,-120.759202,True,False,Medical Facility,,,,,
OJAI VALLEY COMMUNITY HOSPITAL,LSC 100401,Sterile Compounding Pharmacy,CLEAR,2025-05-01,OJAI,CA,VENTURA,93023,34.530199,-119.310133,False,False,Medical Facility,,,,,
OLIVE VIEW UCLA MED CTR PHY I,LSE 101492,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-09-01,SYLMAR,CA,LOS ANGELES,91342,34.326584,-118.382261,True,False,Medical Facility,,,,,
OMNICARE OF CERRITOS,LSC 100935,Sterile Compounding Pharmacy,CLEAR,2025-08-01,CERRITOS,CA,LOS ANGELES,90703,33.867743,-118.069472,False,False,Infusion Center,,,,,
OMNICARE OF HAYWARD,LSC 100937,Sterile Compounding Pharmacy,CLEAR,2025-08-01,HAYWARD,CA,ALAMEDA,94545,37.605905,-122.126873,False,False,Infusion Center,,,,,
OMNICARE OF NORTHERN CALIFORNIA,LSC 100914,Sterile Compounding Pharmacy,CLEAR,2025-08-01,LODI,CA,SAN JOAQUIN,95240,38.114388,-121.144658,False,False,Infusion Center,,,,,
OMNICARE OF SAN DIEGO,LSC 100913,Sterile Compounding Pharmacy,CLEAR,2025-08-01,SAN DIEGO,CA,SAN DIEGO,92121,32.899592,-117.201203,False,False,Infusion Center,,,,,
OMNICARE OF SOUTHERN CALIFORNIA,LSC 100920,Sterile Compounding Pharmacy,CLEAR,2025-08-01,CANOGA PARK,CA,LOS ANGELES,91304,34.224196,-118.632394,False,False,Infusion Center,,,,,
OMNISCRIPT COMPOUNDING LLC,NSC 101972,Nonresident Sterile Compounding Pharmacy,CLEAR,2025-04-15,PHOENIX,AZ,,85032,33.625920,-112.002503,False,False,Sterile Compounding Pharmacy,"Hormone Replacement Therapy (HRT), Fertility, Veterinary",,False,,https://omniscriptrx.com
OPTION CARE,LSC 101427,Sterile Compounding Pharmacy,CLEAR,2025-08-01,SUN VALLEY,CA,LOS ANGELES,91352,34.230854,-118.365856,False,False,Infusion Center,,,,,
OPTION CARE ENTERPRISES INC DBA OPTION CARE,LSC 101423,Sterile Compounding Pharmacy,CLEAR,2025-08-01,BAKERSFIELD,CA,KERN,93313,35.163190,-119.046322,False,False,Infusion Center,,,,,
"OPTUM PHARMACY 801, INC",NSC 101244,Nonresident Sterile Compounding Pharmacy,CLEAR,2025-08-01,PHOENIX,AZ,,85085,33.750815,-112.090632,False,False,Infusion Center,,,,,
ORANGE COAST MEMORIAL MEDICAL CENTER,LSC 99915,Sterile Compounding Pharmacy,CLEAR,2025-03-01,FOUNTAIN VALLEY,CA,ORANGE,92708,33.710582,-117.951129,False,False,Medical Facility,,,,,
ORANGE COUNTY GLOBAL MEDICAL CENTER,LSC 101751,Sterile Compounding Pharmacy,CLEAR,2025-02-01,SANTA ANA,CA,ORANGE,92705,33.765639,-117.790075,False,False,Medical Facility,,,,,
OROVILLE HOSPITAL - MAIN PHARMACY,LSC 100404,Sterile Compounding Pharmacy,CLEAR,2025-08-01,OROVILLE,CA,BUTTE,95966,39.475360,-121.414110,False,False,Medical Facility,,,,,
OSO HOME CARE PHARMACY,LSC 99957,Sterile Compounding Pharmacy,CLEAR,2025-12-01,IRVINE,CA,ORANGE,92614,33.680302,-117.833295,False,False,Infusion Center,,,,,
OSO HOME CARE PHARMACY,LSC 101514,Sterile Compounding Pharmacy,CLEAR,2025-10-01,BURBANK,CA,LOS ANGELES,91504,34.204568,-118.326365,False,False,Infusion Center,,,,,
OSRX INC,NSC 101397,Nonresident Sterile Compounding Pharmacy,CLEAR,2025-06-01,MISSOULA,MT,,59801,46.856398,-114.014338,False,False,Sterile Compounding Pharmacy,Ophthalmology,,True,"LegitScript, PCAB",https://osrxpharmaceuticals.com
OWL WESTERN PHARMACY,LSC 101926,Sterile Compounding Pharmacy,CLEAR,2025-02-15,COVINA,CA,LOS ANGELES,91722,34.097345,-117.906736,False,False,Sterile Compounding Pharmacy,"Dermatology, Gastroenterology, Hematology, Immunology, Infectious Disease, Oncology, Rheumatology","HIV/AIDs, Hepatitis, Multiple Sclerosis",False,JCAHO,https://www.owlspecialty.com
PACIFIC COMPOUNDING PHARMACY AND CONSULTATIONS INC,LSC 101838,Sterile Compounding Pharmacy,CLEAR,2025-06-01,STOCKTON,CA,SAN JOAQUIN,95207,38.002125,-121.324979,False,False,Sterile Compounding Pharmacy,"Weight Loss, Ophthalmology, Dentistry, Oncology, Hormone Replacement Therapy (HRT)",Adrenal Fatigue,False,"PCCA, A4PC, CPA",https://pacificcompounding.com
PACIFIC WEST PHARMACY INC,LSC 99108,Sterile Compounding Pharmacy,CLEAR,2025-12-01,ROCKLIN,CA,PLACER,95677,38.791075,-121.234854,False,False,Medical Facility,,,,,
PACIFICA HOSPITAL OF THE VALLEY,LSC 99883,Sterile Compounding Pharmacy,CLEAR,2025-12-01,SUN VALLEY,CA,LOS ANGELES,91352,34.230854,-118.365856,False,False,Medical Facility,,,,,
PALMDALE REGIONAL MEDICAL CENTER INPATIENT PHARMACY,LSC 100577,Sterile Compounding Pharmacy,CLEAR,2025-09-01,PALMDALE,CA,LOS ANGELES,93551,34.604105,-118.239213,False,False,Medical Facility,,,,,
PALO VERDE HOSPITAL,LSE 100277,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-10-01,BLYTHE,CA,RIVERSIDE,92225,33.736458,-114.687973,True,False,Medical Facility,,,,,
PALOMAR MEDICAL CENTER PHARMACY,LSE 99930,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-08-01,ESCONDIDO,CA,SAN DIEGO,92029,33.082400,-117.127641,True,False,Medical Facility,,,,,
PALOMAR MEDICAL CENTER POWAY PHARMACY,LSE 99931,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-08-01,POWAY,CA,SAN DIEGO,92025,33.102005,-117.080419,True,False,Medical Facility,,,,,
PALOMAR MEDICAL CNTER ESCONDIDO INFUSION PHARMACY,SCE 101706,Satellite Compounding Pharmacy (Fee Exempt),CLEAR,2025-08-01,ESCONDIDO,CA,SAN DIEGO,92029,33.082400,-117.127641,False,True,Infusion Center,,,,,
PARADISE VALLEY HOSPITAL,LSC 101615,Sterile Compounding Pharmacy,CLEAR,2025-07-01,NATIONAL CITY,CA,SAN DIEGO,91950,32.670646,-117.094668,False,False,Medical Facility,,,,,
PARADISE VALLEY HOSPITAL,LSC 99969,Sterile Compounding Pharmacy,CLEAR,2025-07-01,NATIONAL CITY,CA,SAN DIEGO,91950,32.670646,-117.094668,False,False,Medical Facility,,,,,
PC AND MZ SAN FRANCISCO GEN HOSPITAL AND TRAUMA CTR INPT PHARMACY,LSE 100842,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-10-01,SAN FRANCISCO,CA,SAN FRANCISCO,94110,37.750021,-122.415201,True,False,Medical Facility,,,,,
"PENTEC HEALTH, INC.",NSC 101887,Nonresident Sterile Compounding Pharmacy,CLEAR,2025-03-01,BOOTHWYN,PA,,19061,39.828830, -75.435069,False,False,Medical Facility,,,,,
PETALUMA VALLEY HOSPITAL PHARMACY,LSC 101644,Sterile Compounding Pharmacy,CLEAR,2026-01-01,PETALUMA,CA,SONOMA,94954,38.235014,-122.557332,False,False,Medical Facility,,,,,
PETNET PHARMACEUTICAL,LSC 99462,Sterile Compounding Pharmacy,CLEAR,2026-01-01,SACRAMENTO,CA,SACRAMENTO,95816,38.571577,-121.466465,False,False,Veterinary Only,,,,,
PETNET PHARMACEUTICAL,LSC 99463,Sterile Compounding Pharmacy,CLEAR,2026-01-01,CULVER CITY,CA,LOS ANGELES,90230,33.997862,-118.393617,False,False,Veterinary Only,,,,,
PETNET PHARMACEUTICAL,LSC 100848,Sterile Compounding Pharmacy,CLEAR,2025-07-01,LOMA LINDA,CA,SAN BERNARDINO,92354,34.051177,-117.248563,False,False,Veterinary Only,,,,,
PETNET PHARMACEUTICAL,LSC 101146,Sterile Compounding Pharmacy,CLEAR,2025-07-01,HAYWARD,CA,ALAMEDA,94545,37.605905,-122.126873,False,False,Veterinary Only,,,,,
PHARMA101,LSC 101282,Sterile Compounding Pharmacy,CLEAR,2025-04-01,SAN LUIS OBISPO,CA,SAN LUIS OBISPO,93401,35.235750,-120.615973,False,False,Sterile Compounding Pharmacy,,,False,,https://www.rxless.com/pharmacies/california/sanluisobispo/pharma101/243-Granada-Dr-Ste-A/1376998401
PHARMALABS LLC,NSC 100759,Nonresident Sterile Compounding Pharmacy,CLEAR,2025-06-01,SAINT PETERSBURG,FL,,33716,27.875060, -82.648609,False,False,Sterile Compounding Pharmacy,"Urology, Wellness, Anti-Aging, Weight Loss, Integrative Medicine, Preventative Medicine, Functional Medicine, Nutritional Medicine, Peptide Therapy, Regenerative Medicine, Life Style Medicine",,False,NABP,https://pharmalabs.com/why-choose-pharmalabs
PHARMALOGIC LOS ANGELES,LSC 101875,Sterile Compounding Pharmacy,CLEAR,2025-02-15,LOS ANGELES,CA,LOS ANGELES,90089,34.020221,-118.286035,False,False,Sterile Compounding Pharmacy,"Nuclear Medicine, Molecular Imaging",,False,,https://www.radiopharmacy.com/locations
PHARMARX PHARMACEUTICAL INC,LSC 99658,Sterile Compounding Pharmacy,CLEAR,2025-02-01,CANOGA PARK,CA,LOS ANGELES,91304,34.224196,-118.632394,False,False,Sterile Compounding Pharmacy,"Nuclear Medicine, Molecular Imaging",,False,,https://www.uppi.org
PHARMASCRIPT INC,NSC 101266,Nonresident Sterile Compounding Pharmacy,CLEAR,2025-05-01,CHICAGO,IL,,60640,41.972872, -87.662604,False,False,Sterile Compounding Pharmacy,"Long Term Care, Post-acute Care",,False,,https://pharmscript.com
PHARMATRON A PHARMACY COMPANY,LSC 101388,Sterile Compounding Pharmacy,CLEAR,2025-06-01,CLOVIS,CA,FRESNO,93611,36.825296,-119.680190,False,False,Sterile Compounding Pharmacy,"Nuclear Medicine, Molecular Imaging",,False,,https://www.pharmatronllc.com
PHARMERICA,LSC 101138,Sterile Compounding Pharmacy,CLEAR,2025-12-01,CYPRESS,CA,ORANGE,90630,33.818477,-118.038307,False,False,Infusion Center,,,,,
PHARMERICA,LSC 101139,Sterile Compounding Pharmacy,CLEAR,2025-12-01,FRESNO,CA,FRESNO,93726,36.793661,-119.761461,False,False,Infusion Center,,,,,
PHARMERICA,NSC 101131,Nonresident Sterile Compounding Pharmacy,CLEAR,2025-12-01,INDIANAPOLIS,IN,,46250,39.898839, -86.058720,False,False,Infusion Center,,,,,
PHARMERICA,LSC 101140,Sterile Compounding Pharmacy,CLEAR,2025-12-01,RIVERSIDE,CA,RIVERSIDE,92507,33.970847,-117.325120,False,False,Infusion Center,,,,,
PHARMERICA,LSC 101137,Sterile Compounding Pharmacy,CLEAR,2025-12-01,SACRAMENTO,CA,SACRAMENTO,95834,38.635653,-121.518416,False,False,Infusion Center,,,,,
PHARMERICA,LSC 101133,Sterile Compounding Pharmacy,CLEAR,2025-12-01,SAN DIEGO,CA,SAN DIEGO,92126,32.908449,-117.141380,False,False,Infusion Center,,,,,
PHARMERICA,LSC 101142,Sterile Compounding Pharmacy,CLEAR,2025-12-01,VENTURA,CA,VENTURA,93003,34.283668,-119.223196,False,False,Infusion Center,,,,,
PHARMERICA,LSC 101134,Sterile Compounding Pharmacy,CLEAR,2025-12-01,UNION CITY,CA,ALAMEDA,94587,37.603155,-122.018638,False,False,Infusion Center,,,,,
PHAST PHARMACY,LSC 101270,Sterile Compounding Pharmacy,CLEAR,2025-11-01,BAKERSFIELD,CA,KERN,93301,35.384336,-119.020562,False,False,Sterile Compounding Pharmacy,"Hospice, Long Term Care, Pain Management, Total Parenteral Nutrition (TPN)",,False,,https://sites.google.com/view/phastpharmacy/home
PHILLIPS RANCH PHARMACY,LSC 101700,Sterile Compounding Pharmacy,CLEAR,2025-05-01,SANTEE,CA,SAN DIEGO,92071,32.852358,-116.987842,False,False,Sterile Compounding Pharmacy,"Wellness, Long Term Care",,False,,https://sjcmcc.com
PIH HEALTH DOWNEY HOSPITAL,LSC 100499,Sterile Compounding Pharmacy,CLEAR,2025-05-01,DOWNEY,CA,LOS ANGELES,90241,33.940445,-118.129022,False,False,Medical Facility,,,,,
PIH HEALTH GOOD SAMARITAN HOSPITAL,LSC 101547,Sterile Compounding Pharmacy,CLEAR,2025-10-01,LOS ANGELES,CA,LOS ANGELES,90017,34.052913,-118.264340,False,False,Medical Facility,,,,,
PIH HEALTH GOOD SAMARITAN HOSPITAL,LSC 101548,Sterile Compounding Pharmacy,CLEAR,2025-10-01,LOS ANGELES,CA,LOS ANGELES,90017,34.052913,-118.264340,False,False,Medical Facility,,,,,
PIH HEALTH GOOD SAMARITAN HOSPITAL 4TH FLOOR PHARMACY,LSC 101696,Sterile Compounding Pharmacy,CLEAR,2025-10-01,LOS ANGELES,CA,LOS ANGELES,90017,34.052913,-118.264340,False,False,Medical Facility,,,,,
PIH HEALTH WHITTIER HOSPITAL PHCY,LSC 100310,Sterile Compounding Pharmacy,CLEAR,2025-10-01,WHITTIER,CA,LOS ANGELES,90602,33.972782,-118.022066,False,False,Medical Facility,,,,,
PIH HEALTH WHITTIER HOSPITAL PHCY PLAZA TOWER MAIN PHARMACY,LSC 100397,Sterile Compounding Pharmacy,CLEAR,2025-10-01,WHITTIER,CA,LOS ANGELES,90602,33.972782,-118.022066,False,False,Medical Facility,,,,,
PIONEERS MEMORIAL HEALTHCARE DISTRICT,LSE 101117,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-09-01,BRAWLEY,CA,IMPERIAL,92227,32.990121,-115.358757,True,False,Medical Facility,,,,,
PIONEERS MEMORIAL HEALTHCARE DISTRICT MAIN PHARMACY,LSE 100354,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-09-01,BRAWLEY,CA,IMPERIAL,92227,32.990121,-115.358757,True,False,Medical Facility,,,,,
PLAZA HOME CARE PHARMACY INC,LSC 101207,Sterile Compounding Pharmacy,CLEAR,2025-09-01,PASADENA,CA,LOS ANGELES,91105,34.139460,-118.166649,False,False,Infusion Center,,,,,
POLARIS HOME INFUSION,LSC 101835,Sterile Compounding Pharmacy,CLEAR,2025-11-01,GLENDORA,CA,LOS ANGELES,91740,34.119367,-117.855054,False,False,Infusion Center,,,,,
POLARIS PHARMACY SERVICES,LSC 101775,Sterile Compounding Pharmacy,CLEAR,2025-08-01,LIVERMORE,CA,ALAMEDA,94551,37.750502,-121.749055,False,False,Infusion Center,,,,,
POLARIS PHARMACY SERVICES,LSC 101776,Sterile Compounding Pharmacy,CLEAR,2025-08-01,COVINA,CA,LOS ANGELES,91772,,,False,False,Infusion Center,,,,,
POLARIS PHARMACY SERVICES,LSC 101862,Sterile Compounding Pharmacy,CLEAR,2025-08-01,SAN DIEGO,CA,SAN DIEGO,92123,32.806794,-117.134930,False,False,Infusion Center,,,,,
POMONA VALLEY HOSPITAL MEDICAL CENTER CENTRAL PHARMACY #DB20P,LSC 101212,Sterile Compounding Pharmacy,CLEAR,2026-01-01,POMONA,CA,LOS ANGELES,91767,34.083086,-117.737997,False,False,Medical Facility,,,,,
POMONA VALLEY HOSPITAL MEDICAL CENTER SATELLITE PHARMACY #EC298A,LSC 101213,Sterile Compounding Pharmacy,CLEAR,2026-01-01,POMONA,CA,LOS ANGELES,91767,34.083086,-117.737997,False,False,Medical Facility,,,,,
PREFERRED EXCELLENT CARE,LSC 100545,Sterile Compounding Pharmacy,CLEAR,2025-12-01,GARDEN GROVE,CA,ORANGE,92843,33.763905,-117.931382,False,False,Infusion Center,,,,,
"PREMIER INFUSION AND HEALTHCARE SERVICES, INC.",LSC 100534,Sterile Compounding Pharmacy,CLEAR,2025-03-01,TORRANCE,CA,LOS ANGELES,90502,33.833181,-118.292062,False,False,Infusion Center,,,,,
PRIME HEALTHCARE SERVICES- ST. FRANCIS LLC,LSC 101672,Sterile Compounding Pharmacy,CLEAR,2025-09-01,LYNWOOD,CA,LOS ANGELES,90262,33.923533,-118.200705,False,False,Medical Facility,,,,,
PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER,LSC 101870,Sterile Compounding Pharmacy,CLEAR,2025-04-01,TARZANA,CA,LOS ANGELES,91356,34.155097,-118.547553,False,False,Medical Facility,,,,,
PROVIDENCE HEALTH SYSTEM SOUTHERN CALIFORNIA DBA PROVIDENCE HOLY,LSC 100894,Sterile Compounding Pharmacy,CLEAR,2025-12-01,MISSION HILLS,CA,LOS ANGELES,91345,34.265879,-118.456748,False,False,Medical Facility,,,,,
