Pharmacy Name,License Number,License Type,License Status,Expiration Date,City,State,County,Zip
SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,LSC 101499,Sterile Compounding Pharmacy,CLEAR,"June 1, 2025",FRESNO,California,FRESNO,93720
SAN LEANDRO HOSPITAL,LSE 100591,Sterile Compounding Pharmacy (Government Owned),CLEAR,"August 1, 2025",SAN LEANDRO,California,ALAMEDA,94578
SAN MATEO MEDICAL CENTER,LSE 100358,Sterile Compounding Pharmacy (Government Owned),CLEAR,"October 1, 2025",SAN MATEO,California,SAN MATEO,94403
SAN RAMON REGIONAL MEDICAL CENTER PHARMACY 1ST FLOOR,LSC 100074,Sterile Compounding Pharmacy,CLEAR,"May 1, 2025",SAN RAMON,California,CONTRA COSTA,94583
SANTA BARBARA COTTAGE HOSPITAL,LSC 99927,Sterile Compounding Pharmacy,CLEAR,"December 1, 2025",SANTA BARBARA,California,SANTA BARBARA,93105
SANTA CLARA VALLEY  MEDICAL CENTER - BUILDING A IV PHARMACY,LSE 101121,Sterile Compounding Pharmacy (Government Owned),CLEAR,"August 1, 2025",SAN JOSE,California,SANTA CLARA,95218
SANTA CLARA VALLEY MEDICAL CENTER - BUILDING A IV PHARMACY,LSE 101116,Sterile Compounding Pharmacy (Government Owned),CLEAR,"August 1, 2025",SAN JOSE,California,SANTA CLARA,95128
SANTA PAULA HOSPITAL,LSE 100943,Sterile Compounding Pharmacy (Government Owned),CLEAR,"September 1, 2025",SANTA PAULA,California,VENTURA,93060
SANTA YNEZ VALLEY COTTAGE HOSPITAL,LSC 101807,Sterile Compounding Pharmacy,CLEAR,"April 1, 2025",SOLVANG,California,SANTA BARBARA,93463
SCRIPPS CENTRAL PHARMACY PRODUCTION CENTER,LSC 99848,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",SAN DIEGO,California,SAN DIEGO,92121
SCRIPPS ENCINITAS COMPOUNDING PHARMACY,LSC 101452,Sterile Compounding Pharmacy,CLEAR,"October 1, 2025",ENCINITAS,California,SAN DIEGO,92024
SCRIPPS GREEN HOSPITAL,LSC 99907,Sterile Compounding Pharmacy,CLEAR,"July 1, 2025",LA JOLLA,California,SAN DIEGO,92037
SCRIPPS MEMORIAL HOSPITAL ENCINITAS,LSC 101684,Sterile Compounding Pharmacy,CLEAR,"July 1, 2025",ENCINITAS,California,SAN DIEGO,92024
SCRIPPS MEMORIAL HOSPITAL LA JOLLA PREBYS MAIN PHARMACY,LSC 101020,Sterile Compounding Pharmacy,CLEAR,"October 1, 2025",LA JOLLA,California,SAN DIEGO,92037
"SCRIPPS MEMORIAL HOSPITAL, LA JOLLA--PREBYS OR SATELLITE",LSC 101021,Sterile Compounding Pharmacy,CLEAR,"October 1, 2025",LA JOLLA,California,SAN DIEGO,92037
SCRIPPS MERCY HOSPITAL - CHULA VISTA,LSC 99908,Sterile Compounding Pharmacy,CLEAR,"July 1, 2025",CHULA VISTA,California,SAN DIEGO,91910
SCRIPPS MERCY HOSPITAL - SAN DIEGO,LSC 99909,Sterile Compounding Pharmacy,CLEAR,"July 1, 2025",SAN DIEGO,California,SAN DIEGO,92103
SCRIPPS MERCY SD COMPOUNDING PHARMACY,LSC 101501,Sterile Compounding Pharmacy,CLEAR,"June 1, 2025",SAN DIEGO,California,SAN DIEGO,92103
SCRIPTS,LSC 100767,Sterile Compounding Pharmacy,CLEAR,"December 1, 2025",NORTH HOLLYWOOD,California,LOS ANGELES,91605
SELECT SPECIALTY HOSPITAL - SAN DIEGO,LSC 101609,Sterile Compounding Pharmacy,CLEAR,"October 1, 2025",SAN DIEGO,California,SAN DIEGO,92103
SEQUOIA HOSPITAL,LSC 101343,Sterile Compounding Pharmacy,CLEAR,"January 1, 2026",REDWOOD CITY,California,SAN MATEO,94062
SEQUOIA REGIONAL CANCER CENTER PHARMACY,SCE 101941,Satellite Compounding Pharmacy (Fee Exempt),CLEAR,"August 1, 2025",VISALIA,California,TULARE,93291
SHARP CENTRAL PHARMACY SERVICES,LSC 101014,Sterile Compounding Pharmacy,CLEAR,"November 1, 2025",SAN DIEGO,California,SAN DIEGO,92123
SHARP CENTRALIZED HOSPITAL PHARMACY,LSC 100875,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",SAN DIEGO,California,SAN DIEGO,92123
SHARP CHULA VISTA MEDICAL CENTER,LSC 101502,Sterile Compounding Pharmacy,CLEAR,"February 1, 2025",CHULA VISTA,California,SAN DIEGO,91911
SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,LSC 100047,Sterile Compounding Pharmacy,CLEAR,"October 1, 2025",CORONADO,California,SAN DIEGO,92118
SHARP GROSSMONT HOSPITAL PHARMACY 2-WEST SATELLITE PHARMACY 2ND F,LSC 100563,Sterile Compounding Pharmacy,CLEAR,"September 1, 2025",LA MESA,California,SAN DIEGO,91942
SHARP MARY BIRCH HOSPITAL PHARMACY FIRST FLOOR MAIN PHARMACY,LSC 100044,Sterile Compounding Pharmacy,CLEAR,"June 1, 2025",SAN DIEGO,California,SAN DIEGO,92123
SHARP MEMORIAL HOSPITAL PHARMACY MAIN PHARMACY,LSC 100015,Sterile Compounding Pharmacy,CLEAR,"February 1, 2025",SAN DIEGO,California,SAN DIEGO,92123
SHASTA REGIONAL MEDICAL CENTER - PHARMACY,LSC 101468,Sterile Compounding Pharmacy,CLEAR,"May 1, 2025",REDDING,California,SHASTA,96001
SHERMAN OAKS HOSPITAL,LSC 101219,Sterile Compounding Pharmacy,CLEAR,"November 1, 2025",SHERMAN OAKS,California,LOS ANGELES,91403
SHRINERS FOR CHILDREN AMBULATORY SURGICAL CENTER,LSC 101066,Sterile Compounding Pharmacy,CLEAR,"June 1, 2025",PASADENA,California,LOS ANGELES,91105
SHRINERS HOSPITAL PHARMACY,LSC 100070,Sterile Compounding Pharmacy,CLEAR,"April 1, 2025",SACRAMENTO,California,SACRAMENTO,95817
SIERRA NEVADA MEMORIAL HOSPITAL,LSC 101332,Sterile Compounding Pharmacy,CLEAR,"January 1, 2026",GRASS VALLEY,California,NEVADA,95945
SIERRA VIEW MEDICAL CENTER-CANCER TREATMENT CENTER  (Previous Name),SCE 101591,Satellite Compounding Pharmacy (Fee Exempt),CLEAR,"August 1, 2025",PORTERVILLE,California,TULARE,93257
SIERRA VIEW DISTRICT HOSPITAL,LSE 100625,Sterile Compounding Pharmacy (Government Owned),CLEAR,"August 1, 2025",PORTERVILLE,California,TULARE,93218
SIERRA VIEW MEDICAL CENTER-CANCER TREATMENT CENTER SUITE B,SCE 101591,Satellite Compounding Pharmacy (Fee Exempt),CLEAR,"August 1, 2025",PORTERVILLE,California,TULARE,93257
SIERRA VISTA HOSPITAL INC,LSC 101916,Sterile Compounding Pharmacy,CLEAR,"March 1, 2025",SAN LUIS OBISPO,California,SAN LUIS OBISPO,93405
SKILLED NURSING PHARMACY,LSC 99561,Sterile Compounding Pharmacy,CLEAR,"December 1, 2025",HAYWARD,California,ALAMEDA,94545
SKILLED NURSING PHARMACY,LSC 99563,Sterile Compounding Pharmacy,CLEAR,"December 1, 2025",INDUSTRY,California,LOS ANGELES,91745
SKILLED NURSING PHARMACY,LSC 99562,Sterile Compounding Pharmacy,CLEAR,"December 1, 2025",SAN DIEGO,California,SAN DIEGO,92131
SOFIE CO,LSC 101912,Sterile Compounding Pharmacy,CLEAR,"May 1, 2025",GILROY,California,SANTA CLARA,95020
SOLEO HEALTH INC,LSC 101663,Sterile Compounding Pharmacy,CLEAR,"February 1, 2025",HAYWARD,California,ALAMEDA,94545
SONOMA SPECIALTY PHARMACY,LSC 101967,Sterile Compounding Pharmacy,CLEAR,"February 15, 2025",SEBASTOPOL,California,SONOMA,95472
SONOMA VALLEY HOSPITAL PHARMACY,LSE 100152,Sterile Compounding Pharmacy (Government Owned),CLEAR,"October 1, 2025",SONOMA,California,SONOMA,95476
SOUTH COAST GLOBAL MEDICAL CENTER INC,LSC 101750,Sterile Compounding Pharmacy,CLEAR,"February 1, 2025",SANTA ANA,California,ORANGE,92704
SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY,LSC 101526,Sterile Compounding Pharmacy,CLEAR,"June 1, 2025",CULVER CITY,California,LOS ANGELES,90232
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD PHARMACY,LSC 101528,Sterile Compounding Pharmacy,CLEAR,"June 1, 2025",LOS ANGELES,California,LOS ANGELES,90028
SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL,LSC 100042,Sterile Compounding Pharmacy,CLEAR,"May 1, 2025",MURRIETA,California,RIVERSIDE,92562
SPECIALTY VETERINARY PHARMACY,NSC 99644,Nonresident Sterile Compounding Pharmacy,CLEAR,"January 1, 2026",STAFFORD,Texas,OUT OF STATE,77477
ST BERNARDINE MEDICAL CENTER,LSC 101295,Sterile Compounding Pharmacy,CLEAR,"January 1, 2026",SAN BERNARDINO,California,SAN BERNARDINO,92404
ST ELIZABETH COMMUNITY HOSPITAL PHARMACY CLEAN ROOM,LSC 101319,Sterile Compounding Pharmacy,CLEAR,"February 1, 2025",RED BLUFF,California,TEHAMA,96080
ST HELENA HOSPITAL CLEAR LAKE HOSPITAL PHARMACY,LSC 100039,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",CLEARLAKE,California,LAKE,95422
ST JOHN'S HOSPITAL CAMARILLO,LSC 101260,Sterile Compounding Pharmacy,CLEAR,"February 1, 2025",CAMARILLO,California,VENTURA,93010
ST JOSEPH HEALTH OUTPATIENT CANCER CENTER PHARMACY FOUNTAINGROVE,LSC 101125,Sterile Compounding Pharmacy,CLEAR,"April 1, 2025",SANTA ROSA,California,SONOMA,95403
ST JOSEPHS MEDICAL CENTER OF STOCKTON,LSC 101200,Sterile Compounding Pharmacy,CLEAR,"February 1, 2025",STOCKTON,California,SAN JOAQUIN,95204
ST JUDE HOSPITAL INFUSION CENTER PHARMACY  (Previous Name),SCP 101392,Satellite Compounding Pharmacy,CLEAR,"July 1, 2025",FULLERTON,California,ORANGE,92835
ST JOSEPHS MEDICAL CENTER STOCKTON,LSC 101546,Sterile Compounding Pharmacy,CLEAR,"February 1, 2025",STOCKTON,California,SAN JOAQUIN,95204
ST JUDE MEDICAL CENTER INFUSION CENTER PHARMACY,SCP 101392,Satellite Compounding Pharmacy,CLEAR,"July 1, 2025",FULLERTON,California,ORANGE,92835
ST MARY MEDICAL CENTER BASEMENT PHARMACY,LSC 101316,Sterile Compounding Pharmacy,CLEAR,"January 1, 2026",LONG BEACH,California,LOS ANGELES,90813
ST MARY MEDICAL CENTER DBA PROVIDENCE ST MARY MEDICAL CENTER,LSC 101562,Sterile Compounding Pharmacy,CLEAR,"July 1, 2025",APPLE VALLEY,California,SAN BERNARDINO,92307
ST ROSE HOSPITAL PHARMACY,LSC 101040,Sterile Compounding Pharmacy,CLEAR,"February 1, 2025",HAYWARD,California,ALAMEDA,94545
ST. JOHN'S REGIONAL MEDICAL CENTER,LSC 101459,Sterile Compounding Pharmacy,CLEAR,"February 1, 2025",OXNARD,California,VENTURA,93030
ST. JUDE MEDICAL CENTER PHARMACY,LSC 100113,Sterile Compounding Pharmacy,CLEAR,"July 1, 2025",FULLERTON,California,ORANGE,92835
ST. JUDE MEDICAL CENTER PHARMACY,LSC 100687,Sterile Compounding Pharmacy,CLEAR,"July 1, 2025",FULLERTON,California,ORANGE,92835
ST. JUDE MEDICAL CENTER PHARMACY,LSC 100688,Sterile Compounding Pharmacy,CLEAR,"July 1, 2025",FULLERTON,California,ORANGE,92835
ST. JUDE MEDICAL CENTER PHARMACY,LSC 100114,Sterile Compounding Pharmacy,CLEAR,"July 1, 2025",FULLERTON,California,ORANGE,92835
ST. MARYS MEDICAL CENTER LEVEL C,LSC 101898,Sterile Compounding Pharmacy,CLEAR,"January 27, 2025",SAN FRANCISCO,California,SAN FRANCISCO,94117
STANFORD EMERYVILLE HEALTH CENTER PHARMACY,LSC 101039,Sterile Compounding Pharmacy,CLEAR,"March 1, 2025",EMERYVILLE,California,ALAMEDA,94608
STANFORD HEALTH CARE,LSC 100453,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",STANFORD,California,SANTA CLARA,94305
STANFORD HEALTH CARE,LSC 101304,Sterile Compounding Pharmacy,CLEAR,"June 1, 2025",PALO ALTO,California,SANTA CLARA,94304
STANFORD HEALTH CARE,LSC 100607,Sterile Compounding Pharmacy,CLEAR,"June 1, 2025",REDWOOD CITY,California,SAN MATEO,94063
STANFORD HEALTH CARE - REDWOOD CITY,LSC 101460,Sterile Compounding Pharmacy,CLEAR,"June 1, 2025",REDWOOD CITY,California,SAN MATEO,94063
STANFORD HEALTH CARE - REDWOOD CITY (PAV D),LSC 101823,Sterile Compounding Pharmacy,CLEAR,"September 1, 2025",REDWOOD CITY,California,SAN MATEO,94063
STANFORD HEALTH CARE - VALLEYCARE,LSC 101738,Sterile Compounding Pharmacy,CLEAR,"October 1, 2025",PLEASANTON,California,ALAMEDA,94588
STANFORD HEALTH CARE 500P PHARMACY,LSC 101382,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",STANFORD,California,SANTA CLARA,94305
STANFORD HEALTH CARE- SAMARITAN PHARMACY,LSC 101832,Sterile Compounding Pharmacy,CLEAR,"October 1, 2025",SAN JOSE,California,SANTA CLARA,95124
STANFORD HEALTH SOUTH BAY CANCER CENTER PHARMACY,LSC 100805,Sterile Compounding Pharmacy,CLEAR,"June 1, 2025",SAN JOSE,California,SANTA CLARA,95124
STANFORD NEUROSCIENCE HEALTH CENTER PHARMACY,LSC 100911,Sterile Compounding Pharmacy,CLEAR,"January 1, 2026",PALO ALTO,California,SANTA CLARA,94304
STAR PHARMACY,LSC 101478,Sterile Compounding Pharmacy,CLEAR,"September 1, 2025",VAN NUYS,California,LOS ANGELES,91406
STOCKTON REGIONAL REHABILITATION HOSPITAL,LSC 101763,Sterile Compounding Pharmacy,CLEAR,"May 1, 2025",STOCKTON,California,SAN JOAQUIN,95202
STRIVE PHARMACY,NSC 101707,Nonresident Sterile Compounding Pharmacy,CLEAR,"July 1, 2025",GILBERT,Arizona,OUT OF STATE,85233
SUTTER AMADOR HOSPITAL INPATIENT PHARMACY,LSC 101232,Sterile Compounding Pharmacy,CLEAR,"November 1, 2025",JACKSON,California,AMADOR,95642
SUTTER AUBURN FAITH HOSPITAL PHARMACY,LSC 101235,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",AUBURN,California,PLACER,95602
SUTTER BAY HOSPITALS DBA PACIFIC HEIGHTS OUTPATIENT PHARMACY,LSC 101288,Sterile Compounding Pharmacy,CLEAR,"February 1, 2025",SAN FRANCISCO,California,SAN FRANCISCO,94115
SUTTER BAY HOSPITALS DBA SUTTER MATERNITY & SURGERY CENTER OF SAN,LSC 101024,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",SANTA CRUZ,California,SANTA CRUZ,95065
SUTTER COAST HOSPITAL INFUSION PHARMACY,LSC 101358,Sterile Compounding Pharmacy,CLEAR,"June 1, 2025",CRESCENT CITY,California,DEL NORTE,95531
SUTTER DAVIS HOSPITAL INPATIENT PHARMACY,LSC 101243,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",DAVIS,California,YOLO,95616
SUTTER DELTA MEDICAL CENTER HOSPITAL PHARMACY,LSC 101476,Sterile Compounding Pharmacy,CLEAR,"March 1, 2025",ANTIOCH,California,CONTRA COSTA,94509
SUTTER INFUSION & PHARMACY SERVICES,LSC 99507,Sterile Compounding Pharmacy,CLEAR,"January 1, 2026",SACRAMENTO,California,SACRAMENTO,95828
SUTTER INFUSION & PHARMACY SERVICES,LSC 101006,Sterile Compounding Pharmacy,CLEAR,"December 1, 2025",ALAMEDA,California,ALAMEDA,94501
SUTTER LAKESIDE PHARMACY,LSC 100271,Sterile Compounding Pharmacy,CLEAR,"June 1, 2025",LAKEPORT,California,LAKE,95453
SUTTER MEDICAL CENTER SACRAMENTO,LSC 100720,Sterile Compounding Pharmacy,CLEAR,"December 1, 2025",SACRAMENTO,California,SACRAMENTO,95816
SUTTER MEDICAL CENTER SACRAMENTO INFUSION PHARMACY,LSC 101238,Sterile Compounding Pharmacy,CLEAR,"October 1, 2025",SACRAMENTO,California,SACRAMENTO,95816
SUTTER ROSEVILLE MEDICAL CENTER FIRST FLOOR PHARMACY,LSC 100543,Sterile Compounding Pharmacy,CLEAR,"June 1, 2025",ROSEVILLE,California,PLACER,95661
SUTTER ROSEVILLE MEDICAL CENTER INFUSION PHARMACY,LSC 100981,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",ROSEVILLE,California,PLACER,95661
SUTTER SANTA ROSA REGIONAL HOSPITAL PHARMACY,LSC 100568,Sterile Compounding Pharmacy,CLEAR,"September 1, 2025",SANTA ROSA,California,SONOMA,95403
SUTTER SOLANO MEDICAL CENTER INFUSION PHARMACY,LSC 101221,Sterile Compounding Pharmacy,CLEAR,"March 1, 2025",VALLEJO,California,SOLANO,94589
SUTTER SOLANO MEDICAL CENTER INPATIENT PHARMACY - 1ST FLOOR - ROO,LSC 100376,Sterile Compounding Pharmacy,CLEAR,"November 1, 2025",VALLEJO,California,SOLANO,94589
SUTTER SURGICAL HOSPITAL - NORTH VALLEY,LSC 100308,Sterile Compounding Pharmacy,CLEAR,"November 1, 2025",YUBA CITY,California,SUTTER,95991
SUTTER TRACY COMMUNITY HOSPITAL INPATIENT PHARMACY,LSC 101234,Sterile Compounding Pharmacy,CLEAR,"May 1, 2025",TRACY,California,SAN JOAQUIN,95376
SVMHS-OUTPATIENT SERVICE-INFUSION CENTER,LSE 101349,Sterile Compounding Pharmacy (Government Owned),CLEAR,"May 1, 2025",SALINAS,California,MONTEREY,93901
TAHOE FOREST HOSPITAL PHARMACY,LSC 100203,Sterile Compounding Pharmacy,CLEAR,"February 1, 2025",TRUCKEE,California,NEVADA,96161
TEMECULA VALLEY HOSPITAL,LSC 99851,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",TEMECULA,California,RIVERSIDE,92592
THE CENTER FOR CANCER PREVENTION AND TREATMENT INFUSION CENTER PH,LSC 100128,Sterile Compounding Pharmacy,CLEAR,"October 1, 2025",ORANGE,California,ORANGE,92868
THE JOHN M & SALLY B THORNTON HOSPITAL,LSE 100175,Sterile Compounding Pharmacy (Government Owned),CLEAR,"July 1, 2025",LA JOLLA,California,SAN DIEGO,92037
THE MEDICINE SHOPPE,LSC 101301,Sterile Compounding Pharmacy,CLEAR,"April 1, 2025",RIVERSIDE,California,RIVERSIDE,92503
TMC ACQUISITION LLC DBA TAILOR MADE COMPOUNDING,NSC 101634,Nonresident Sterile Compounding Pharmacy,CLEAR,"March 1, 2025",NICHOLASVILLE,Kentucky,OUT OF STATE,40356
TODD CANCER PAVILION PHARMACY,LSC 100048,Sterile Compounding Pharmacy,CLEAR,"January 1, 2025",LONG BEACH,California,LOS ANGELES,90806
TORMED PHARMACY,LSC 99287,Sterile Compounding Pharmacy,CLEAR,"November 1, 2025",TORRANCE,California,LOS ANGELES,90505
TORRANCE MEMORIAL MEDICAL CENTER 2ND FLOOR PHARMACY SATELLITE ROO,LSC 101167,Sterile Compounding Pharmacy,CLEAR,"February 1, 2025",TORRANCE,California,LOS ANGELES,90505
TORRANCE MEMORIAL MEDICAL CENTER INPATIENT PHARMACY BASEMENT CLEA,LSC 101164,Sterile Compounding Pharmacy,CLEAR,"February 1, 2025",TORRANCE,California,LOS ANGELES,90505
TRI-CITY HOSPITAL,LSE 100104,Sterile Compounding Pharmacy (Government Owned),CLEAR,"August 1, 2025",OCEANSIDE,California,SAN DIEGO,92056
TRINITY CARE RX,LSC 100918,Sterile Compounding Pharmacy,CLEAR,"April 1, 2025",STANTON,California,ORANGE,90680
TWIN CITIES COMMUNITY HOSPITAL PHARMACY,LSC 101917,Sterile Compounding Pharmacy,CLEAR,"March 1, 2025",TEMPLETON,California,SAN LUIS OBISPO,93465
TWIN TOWERS CORRECTIONAL FACILITY,LSE 99337,Sterile Compounding Pharmacy (Government Owned),CLEAR,"July 1, 2025",LOS ANGELES,California,LOS ANGELES,90012
U.C. DAVIS MEDICAL CENTER ROOM 0711D,LSE 100470,Sterile Compounding Pharmacy (Government Owned),CLEAR,"July 1, 2025",SACRAMENTO,California,SACRAMENTO,95817
UC DAVIS HEALTH AT HOME,LSE 101915,Sterile Compounding Pharmacy (Government Owned),CLEAR,"January 1, 2026",SACRAMENTO,California,SACRAMENTO,95820
UC DAVIS MEDICAL CENTER,LSE 101872,Sterile Compounding Pharmacy (Government Owned),CLEAR,"July 1, 2025",SACRAMENTO,California,SACRAMENTO,95817
UC DAVIS MEDICAL CENTER INFUSION PHARMACY,LSE 100444,Sterile Compounding Pharmacy (Government Owned),CLEAR,"July 1, 2025",SACRAMENTO,California,SACRAMENTO,95817
UC DAVIS MEDICAL CENTER PLACER CENTER FOR HEALTH PHARMACY,LSE 100443,Sterile Compounding Pharmacy (Government Owned),CLEAR,"July 1, 2025",ROCKLIN,California,PLACER,95765
UC IRVINE HEALTH CANCER CENTER - NEWPORT,LSE 100757,Sterile Compounding Pharmacy (Government Owned),CLEAR,"July 1, 2025",COSTA MESA,California,ORANGE,92627
UC SAN DIEGO HEALTH EAST CAMPUS,LSE 101889,Sterile Compounding Pharmacy (Government Owned),CLEAR,"December 1, 2025",SAN DIEGO,California,SAN DIEGO,92120
UCI HEALTH - FOUNTAIN VALLEY HOSPITAL PHARMACY,LSE 101908,Sterile Compounding Pharmacy (Government Owned),CLEAR,"March 1, 2025",FOUNTAIN VALLEY,California,ORANGE,92708
UCI HEALTH - LAGUNA HILLS PHARMACY,LSE 101643,Sterile Compounding Pharmacy (Government Owned),CLEAR,"December 1, 2025",LAGUNA HILLS,California,ORANGE,92653
UCI HEALTH - LAKEWOOD HOSPITAL PHARMACY,LSE 101906,Sterile Compounding Pharmacy (Government Owned),CLEAR,"March 1, 2025",LAKEWOOD,California,LOS ANGELES,90712
UCI HEALTH - LIVING CARE CENTER PHARMACY,LSE 101910,Sterile Compounding Pharmacy (Government Owned),CLEAR,"March 1, 2025",FOUNTAIN VALLEY,California,ORANGE,92708
UCI HEALTH - LOS ALAMITOS HOSPITAL PHARMACY,LSE 101907,Sterile Compounding Pharmacy (Government Owned),CLEAR,"March 1, 2025",LOS ALAMITOS,California,ORANGE,90720
UCI HEALTH - PLACENTIA-LINDA HOSPITAL PHARMACY,LSE 101909,Sterile Compounding Pharmacy (Government Owned),CLEAR,"March 1, 2025",PLACENTIA,California,ORANGE,92870
UCI HEALTH - SUSAN SAMUELI INTEGRATIVE HEALTH INSTITUTE PHARMACY,LSE 101770,Sterile Compounding Pharmacy (Government Owned),CLEAR,"August 1, 2025",IRVINE,California,ORANGE,92617
UCI HEALTH IRVINE INFUSION PHARMACY ACC,LSE 101860,Sterile Compounding Pharmacy (Government Owned),CLEAR,"June 1, 2025",IRVINE,California,ORANGE,92612
UCLA MED CTR CHS OUTPATIENT PHARMACY,LSE 100754,Sterile Compounding Pharmacy (Government Owned),CLEAR,"July 1, 2025",LOS ANGELES,California,LOS ANGELES,90095
UCLA WEST VALLEY MEDICAL CENTER,LSE 101904,Sterile Compounding Pharmacy (Government Owned),CLEAR,"March 1, 2025",WEST HILLS,California,LOS ANGELES,91307
UCSD HEALTH LA JOLLA JACOBS MED CTR & SULPIZIO CARDIOVASCULAR CTR,LSE 100991,Sterile Compounding Pharmacy (Government Owned),CLEAR,"July 1, 2025",LA JOLLA,California,SAN DIEGO,92037
UCSD HOME INFUSION PHARMACY,LSE 100098,Sterile Compounding Pharmacy (Government Owned),CLEAR,"July 1, 2025",SAN DIEGO,California,SAN DIEGO,92123
"UCSD MEDICAL CENTER PHARMACY FIRST FLOOR, CENTRAL PHARMACY AREA,",LSE 100356,Sterile Compounding Pharmacy (Government Owned),CLEAR,"July 1, 2025",SAN DIEGO,California,SAN DIEGO,92103
UCSD MEDICAL CENTER PHARMACY SECOND FLOOR,LSE 100357,Sterile Compounding Pharmacy (Government Owned),CLEAR,"July 1, 2025",SAN DIEGO,California,SAN DIEGO,92103
UCSD MOORES CANCER CENTER,LSE 100119,Sterile Compounding Pharmacy (Government Owned),CLEAR,"July 1, 2025",LA JOLLA,California,SAN DIEGO,92093
UCSD OUTPATIENT PAVILION PHARMACY,LSE 101153,Sterile Compounding Pharmacy (Government Owned),CLEAR,"July 1, 2025",LA JOLLA,California,SAN DIEGO,92037
UCSD RESEARCH PHARMACY,LSE 99271,Sterile Compounding Pharmacy (Government Owned),CLEAR,"July 1, 2025",SAN DIEGO,California,SAN DIEGO,92103
UCSD- SDCC INFUSION PHARMACY,LSE 100118,Sterile Compounding Pharmacy (Government Owned),CLEAR,"July 1, 2025",ENCINITAS,California,SAN DIEGO,92024
UCSD-ALTMAN CLINICAL TRANSLATIONAL RESEARCH INSTITUTE - RESEARCH,LSE 101055,Sterile Compounding Pharmacy (Government Owned),CLEAR,"July 1, 2025",LA JOLLA,California,SAN DIEGO,92037
UCSF HEALTH - SAINT FRANCIS HOSPITAL,LSC 101899,Sterile Compounding Pharmacy,CLEAR,"January 27, 2025",SAN FRANCISCO,California,SAN FRANCISCO,94109
UCSF MEDICAL CENTER,LSE 101567,Sterile Compounding Pharmacy (Government Owned),CLEAR,"June 1, 2025",SAN FRANCISCO,California,SAN FRANCISCO,94143
UCSF MEDICAL CENTER (MISSION BAY),LSE 100209,Sterile Compounding Pharmacy (Government Owned),CLEAR,"July 1, 2025",SAN FRANCISCO,California,SAN FRANCISCO,94158
UCSF MEDICAL CENTER AT MOUNT ZION,LSE 100208,Sterile Compounding Pharmacy (Government Owned),CLEAR,"July 1, 2025",SAN FRANCISCO,California,SAN FRANCISCO,94143
UCSF MEDICAL CENTER BENIOFF,LSE 101355,Sterile Compounding Pharmacy (Government Owned),CLEAR,"July 1, 2025",SAN FRANCISCO,California,SAN FRANCISCO,94158
UCSF MEDICAL CENTER BENIOFF 2ND FLR RM C2700 OR SATELLITE,LSE 100696,Sterile Compounding Pharmacy (Government Owned),CLEAR,"July 1, 2025",SAN FRANCISCO,California,SAN FRANCISCO,94158
UCSF MEDICAL CENTER BENIOFF 4TH FLR RM C4411 MAIN PHARMACY,LSE 100698,Sterile Compounding Pharmacy (Government Owned),CLEAR,"July 1, 2025",SAN FRANCISCO,California,SAN FRANCISCO,94158
UCSF MEDICAL CENTER BENIOFF 6TH FLR RM M6362 PEDIATRIC INFUSION,LSE 100697,Sterile Compounding Pharmacy (Government Owned),CLEAR,"July 1, 2025",SAN FRANCISCO,California,SAN FRANCISCO,94158
UCSF MEDICAL CENTER BENIOFF6TH FLR RM C6984 INVESTIGATIONAL,LSE 100694,Sterile Compounding Pharmacy (Government Owned),CLEAR,"July 1, 2025",SAN FRANCISCO,California,SAN FRANCISCO,94158
UCSF MEDICAL CENTER L487 (OR SATELLITE) ON 4TH FLOOR,LSE 100792,Sterile Compounding Pharmacy (Government Owned),CLEAR,"June 1, 2025",SAN FRANCISCO,California,SAN FRANCISCO,94143
UCSF MEDICAL CENTER OUTPATIENT INFUSION PHARMACY,LSE 101711,Sterile Compounding Pharmacy (Government Owned),CLEAR,"September 1, 2025",SAN FRANCISCO,California,SAN FRANCISCO,94158
UCSF MEDICAL CENTER ROOM A427,SCE 101406,Satellite Compounding Pharmacy (Fee Exempt),CLEAR,"June 1, 2025",SAN FRANCISCO,California,SAN FRANCISCO,94143
UCSF MEDICAL CENTER WEIL BUILDING  (Previous Name),SCE 101676,Satellite Compounding Pharmacy (Fee Exempt),CLEAR,"July 1, 2025",SAN FRANCISCO,California,SAN FRANCISCO,94158
UCSF MEDICAL CENTER ROOM M1324,LSE 100213,Sterile Compounding Pharmacy (Government Owned),CLEAR,"June 1, 2025",SAN FRANCISCO,California,SAN FRANCISCO,94143
